ID,V_ID,VERSION,AGE,GENDER,EDUC,FREQ,QUESTION,DIALOG,CAT,COND,DIMEN,RATING,TEXT
1,1,A,31,Female,MA/PhD,3,7,11,3,T,4,1,
1,1,A,31,Female,MA/PhD,3,7,11,3,T,5,7,
1,1,A,31,Female,MA/PhD,3,7,11,3,T,6,7,
1,1,A,31,Female,MA/PhD,3,7,11,3,T,7,6,
1,1,A,31,Female,MA/PhD,3,7,11,3,T,8,6,
1,1,A,31,Female,MA/PhD,3,7,11,3,T,9,0,B means they have an obligation to complete a task before the deadline
1,1,A,31,Female,MA/PhD,3,8,3,1,T,1,7,
1,1,A,31,Female,MA/PhD,3,8,3,1,T,2,6,
1,1,A,31,Female,MA/PhD,3,8,3,1,T,3,5,
1,1,A,31,Female,MA/PhD,3,8,3,1,T,4,5,
1,1,A,31,Female,MA/PhD,3,8,3,1,T,5,3,
1,1,A,31,Female,MA/PhD,3,8,3,1,T,6,5,
1,1,A,31,Female,MA/PhD,3,8,3,1,T,7,7,
1,1,A,31,Female,MA/PhD,3,8,3,1,T,8,7,
1,1,A,31,Female,MA/PhD,3,8,3,1,T,9,0,B means threre are certain thing in life we can not change and we have to accept them as they are
1,1,A,31,Female,MA/PhD,3,9,8,2,NT,1,6,
1,1,A,31,Female,MA/PhD,3,9,8,2,NT,2,6,
1,1,A,31,Female,MA/PhD,3,9,8,2,NT,3,1,
1,1,A,31,Female,MA/PhD,3,9,8,2,NT,4,3,
1,1,A,31,Female,MA/PhD,3,9,8,2,NT,5,3,
1,1,A,31,Female,MA/PhD,3,9,8,2,NT,6,6,
1,1,A,31,Female,MA/PhD,3,9,8,2,NT,7,7,
1,1,A,31,Female,MA/PhD,3,9,8,2,NT,8,7,
1,1,A,31,Female,MA/PhD,3,9,8,2,NT,9,0,"B means that A has to accept that people don't always behave the way we think they should, and has to accept it"
1,1,A,31,Female,MA/PhD,3,10,15,0,F,1,5,
1,1,A,31,Female,MA/PhD,3,10,15,0,F,2,4,
1,1,A,31,Female,MA/PhD,3,10,15,0,F,3,7,
1,1,A,31,Female,MA/PhD,3,10,15,0,F,4,3,
1,1,A,31,Female,MA/PhD,3,10,15,0,F,5,1,
1,1,A,31,Female,MA/PhD,3,10,15,0,F,6,1,
1,1,A,31,Female,MA/PhD,3,10,15,0,F,7,7,
1,1,A,31,Female,MA/PhD,3,10,15,0,F,8,7,
1,1,A,31,Female,MA/PhD,3,10,15,0,F,9,0,B means that not everyone has to share the same opinion about something
1,1,A,31,Female,MA/PhD,3,11,7,2,T,1,7,
1,1,A,31,Female,MA/PhD,3,11,7,2,T,2,6,
1,1,A,31,Female,MA/PhD,3,11,7,2,T,3,6,
1,1,A,31,Female,MA/PhD,3,11,7,2,T,4,7,
1,1,A,31,Female,MA/PhD,3,11,7,2,T,5,1,
1,1,A,31,Female,MA/PhD,3,11,7,2,T,6,3,
1,1,A,31,Female,MA/PhD,3,11,7,2,T,7,5,
1,1,A,31,Female,MA/PhD,3,11,7,2,T,8,5,
1,1,A,31,Female,MA/PhD,3,11,7,2,T,9,0,B means that football fans behave a certain way that may not be acceptable for some but we can not change it
1,1,A,31,Female,MA/PhD,3,12,10,3,NT,1,5,
1,1,A,31,Female,MA/PhD,3,12,10,3,NT,2,5,
1,1,A,31,Female,MA/PhD,3,12,10,3,NT,3,4,
1,1,A,31,Female,MA/PhD,3,12,10,3,NT,4,3,
1,1,A,31,Female,MA/PhD,3,12,10,3,NT,5,6,
1,1,A,31,Female,MA/PhD,3,12,10,3,NT,6,7,
1,1,A,31,Female,MA/PhD,3,12,10,3,NT,7,7,
1,1,A,31,Female,MA/PhD,3,12,10,3,NT,8,7,
1,1,A,31,Female,MA/PhD,3,12,10,3,NT,9,0,B means that A must comply with the agreement they previously established
1,1,A,31,Female,MA/PhD,3,13,16,0,F,1,2,
1,1,A,31,Female,MA/PhD,3,13,16,0,F,2,2,
1,1,A,31,Female,MA/PhD,3,13,16,0,F,3,1,
1,1,A,31,Female,MA/PhD,3,13,16,0,F,4,1,
1,1,A,31,Female,MA/PhD,3,13,16,0,F,5,1,
1,1,A,31,Female,MA/PhD,3,13,16,0,F,6,1,
1,1,A,31,Female,MA/PhD,3,13,16,0,F,7,7,
1,1,A,31,Female,MA/PhD,3,13,16,0,F,8,7,
1,1,A,31,Female,MA/PhD,3,13,16,0,F,9,0,"Perhaps B doesn't know the reason why something happened, and that's why they give a vague answer."
1,1,A,31,Female,MA/PhD,3,14,12,3,NT,1,7,
1,1,A,31,Female,MA/PhD,3,14,12,3,NT,2,7,
1,1,A,31,Female,MA/PhD,3,14,12,3,NT,3,2,
1,1,A,31,Female,MA/PhD,3,14,12,3,NT,4,1,
1,1,A,31,Female,MA/PhD,3,14,12,3,NT,5,7,
1,1,A,31,Female,MA/PhD,3,14,12,3,NT,6,7,
1,1,A,31,Female,MA/PhD,3,14,12,3,NT,7,7,
1,1,A,31,Female,MA/PhD,3,14,12,3,NT,8,7,
1,1,A,31,Female,MA/PhD,3,14,12,3,NT,9,0,B means that they must behave in the way they agreed to behave
1,1,A,31,Female,MA/PhD,3,15,2,1,NT,1,6,
1,1,A,31,Female,MA/PhD,3,15,2,1,NT,2,7,
1,1,A,31,Female,MA/PhD,3,15,2,1,NT,3,5,
1,1,A,31,Female,MA/PhD,3,15,2,1,NT,4,6,
1,1,A,31,Female,MA/PhD,3,15,2,1,NT,5,4,
1,1,A,31,Female,MA/PhD,3,15,2,1,NT,6,4,
1,1,A,31,Female,MA/PhD,3,15,2,1,NT,7,7,
1,1,A,31,Female,MA/PhD,3,15,2,1,NT,8,7,
1,1,A,31,Female,MA/PhD,3,15,2,1,NT,9,0,B means that there is more than one factor involved in decision-making beyond the human or emotional factor
1,1,A,31,Female,MA/PhD,3,16,5,2,T,1,7,
1,1,A,31,Female,MA/PhD,3,16,5,2,T,2,7,
1,1,A,31,Female,MA/PhD,3,16,5,2,T,3,7,
1,1,A,31,Female,MA/PhD,3,16,5,2,T,4,7,
1,1,A,31,Female,MA/PhD,3,16,5,2,T,5,2,
1,1,A,31,Female,MA/PhD,3,16,5,2,T,6,2,
1,1,A,31,Female,MA/PhD,3,16,5,2,T,7,7,
1,1,A,31,Female,MA/PhD,3,16,5,2,T,8,7,
1,1,A,31,Female,MA/PhD,3,16,5,2,T,9,0,"B means that the behavior of the boys they are talking about is normal and expected, and they cannot change it"
2,2,A,31,Female,Undergrad,4,1,13,0,F,1,7,
2,2,A,31,Female,Undergrad,4,1,13,0,F,2,7,
2,2,A,31,Female,Undergrad,4,1,13,0,F,3,7,
2,2,A,31,Female,Undergrad,4,1,13,0,F,4,7,
2,2,A,31,Female,Undergrad,4,1,13,0,F,5,1,
2,2,A,31,Female,Undergrad,4,1,13,0,F,6,1,
2,2,A,31,Female,Undergrad,4,1,13,0,F,7,5,
2,2,A,31,Female,Undergrad,4,1,13,0,F,8,7,
2,2,A,31,Female,Undergrad,4,1,13,0,F,9,0,Speaker B suggests taking the situation with patience because slowness is expected
2,2,A,31,Female,Undergrad,4,2,1,1,T,1,7,
2,2,A,31,Female,Undergrad,4,2,1,1,T,2,7,
2,2,A,31,Female,Undergrad,4,2,1,1,T,3,1,
2,2,A,31,Female,Undergrad,4,2,1,1,T,4,1,
2,2,A,31,Female,Undergrad,4,2,1,1,T,5,7,
2,2,A,31,Female,Undergrad,4,2,1,1,T,6,7,
2,2,A,31,Female,Undergrad,4,2,1,1,T,7,4,
2,2,A,31,Female,Undergrad,4,2,1,1,T,8,6,
2,2,A,31,Female,Undergrad,4,2,1,1,T,9,0,Speaker B means violence and horror is to be expected in war
2,2,A,31,Female,Undergrad,4,3,4,1,NT,1,1,
2,2,A,31,Female,Undergrad,4,3,4,1,NT,2,1,
2,2,A,31,Female,Undergrad,4,3,4,1,NT,3,1,
2,2,A,31,Female,Undergrad,4,3,4,1,NT,4,1,
2,2,A,31,Female,Undergrad,4,3,4,1,NT,5,1,
2,2,A,31,Female,Undergrad,4,3,4,1,NT,6,7,
2,2,A,31,Female,Undergrad,4,3,4,1,NT,7,7,
2,2,A,31,Female,Undergrad,4,3,4,1,NT,8,7,
2,2,A,31,Female,Undergrad,4,3,4,1,NT,9,0,Speaker B means they lacked time to complete a task and it was unfair
2,2,A,31,Female,Undergrad,4,4,6,2,NT,1,4,
2,2,A,31,Female,Undergrad,4,4,6,2,NT,2,4,
2,2,A,31,Female,Undergrad,4,4,6,2,NT,3,7,
2,2,A,31,Female,Undergrad,4,4,6,2,NT,4,7,
2,2,A,31,Female,Undergrad,4,4,6,2,NT,5,1,
2,2,A,31,Female,Undergrad,4,4,6,2,NT,6,1,
2,2,A,31,Female,Undergrad,4,4,6,2,NT,7,7,
2,2,A,31,Female,Undergrad,4,4,6,2,NT,8,7,
2,2,A,31,Female,Undergrad,4,4,6,2,NT,9,0,Speaker B means some kids are loud and messy and there's nothing they can do to change that in their context
2,2,A,31,Female,Undergrad,4,5,9,3,T,1,1,
2,2,A,31,Female,Undergrad,4,5,9,3,T,2,1,
2,2,A,31,Female,Undergrad,4,5,9,3,T,3,1,
2,2,A,31,Female,Undergrad,4,5,9,3,T,4,1,
2,2,A,31,Female,Undergrad,4,5,9,3,T,5,7,
2,2,A,31,Female,Undergrad,4,5,9,3,T,6,7,
2,2,A,31,Female,Undergrad,4,5,9,3,T,7,7,
2,2,A,31,Female,Undergrad,4,5,9,3,T,8,7,
2,2,A,31,Female,Undergrad,4,5,9,3,T,9,0,"Speaker B means all promises should be kept, so not helping is unacceptable"
2,2,A,31,Female,Undergrad,4,6,14,0,F,1,1,
2,2,A,31,Female,Undergrad,4,6,14,0,F,2,1,
2,2,A,31,Female,Undergrad,4,6,14,0,F,3,1,
2,2,A,31,Female,Undergrad,4,6,14,0,F,4,1,
2,2,A,31,Female,Undergrad,4,6,14,0,F,5,7,
2,2,A,31,Female,Undergrad,4,6,14,0,F,6,7,
2,2,A,31,Female,Undergrad,4,6,14,0,F,7,7,
2,2,A,31,Female,Undergrad,4,6,14,0,F,8,7,
2,2,A,31,Female,Undergrad,4,6,14,0,F,9,0,Speaker B means the other speaker should solve a problem following the rules
2,2,A,31,Female,Undergrad,4,7,11,3,T,1,7,
2,2,A,31,Female,Undergrad,4,7,11,3,T,2,7,
2,2,A,31,Female,Undergrad,4,7,11,3,T,3,1,
2,2,A,31,Female,Undergrad,4,7,11,3,T,4,1,
2,2,A,31,Female,Undergrad,4,7,11,3,T,5,7,
2,2,A,31,Female,Undergrad,4,7,11,3,T,6,7,
2,2,A,31,Female,Undergrad,4,7,11,3,T,7,7,
2,2,A,31,Female,Undergrad,4,7,11,3,T,8,7,
2,2,A,31,Female,Undergrad,4,7,11,3,T,9,0,Speaker B means they are obligated to complete a task within the deadline
2,2,A,31,Female,Undergrad,4,8,3,1,T,1,7,
2,2,A,31,Female,Undergrad,4,8,3,1,T,2,7,
2,2,A,31,Female,Undergrad,4,8,3,1,T,3,1,
2,2,A,31,Female,Undergrad,4,8,3,1,T,4,1,
2,2,A,31,Female,Undergrad,4,8,3,1,T,5,7,
2,2,A,31,Female,Undergrad,4,8,3,1,T,6,7,
2,2,A,31,Female,Undergrad,4,8,3,1,T,7,7,
2,2,A,31,Female,Undergrad,4,8,3,1,T,8,7,
2,2,A,31,Female,Undergrad,4,8,3,1,T,9,0,Speaker B means life is never easy
2,2,A,31,Female,Undergrad,4,9,8,2,NT,1,7,
2,2,A,31,Female,Undergrad,4,9,8,2,NT,2,7,
2,2,A,31,Female,Undergrad,4,9,8,2,NT,3,7,
2,2,A,31,Female,Undergrad,4,9,8,2,NT,4,7,
2,2,A,31,Female,Undergrad,4,9,8,2,NT,5,1,
2,2,A,31,Female,Undergrad,4,9,8,2,NT,6,1,
2,2,A,31,Female,Undergrad,4,9,8,2,NT,7,7,
2,2,A,31,Female,Undergrad,4,9,8,2,NT,8,7,
2,2,A,31,Female,Undergrad,4,9,8,2,NT,9,0,Speaker B means friends sometimes behave badly
2,2,A,31,Female,Undergrad,4,10,15,0,F,1,1,
2,2,A,31,Female,Undergrad,4,10,15,0,F,2,1,
2,2,A,31,Female,Undergrad,4,10,15,0,F,3,1,
2,2,A,31,Female,Undergrad,4,10,15,0,F,4,1,
2,2,A,31,Female,Undergrad,4,10,15,0,F,5,7,
2,2,A,31,Female,Undergrad,4,10,15,0,F,6,7,
2,2,A,31,Female,Undergrad,4,10,15,0,F,7,6,
2,2,A,31,Female,Undergrad,4,10,15,0,F,8,7,
2,2,A,31,Female,Undergrad,4,10,15,0,F,9,0,Speaker B means Speaker A's opinion is subjective and probably incorrect
2,2,A,31,Female,Undergrad,4,11,7,2,T,1,7,
2,2,A,31,Female,Undergrad,4,11,7,2,T,2,7,
2,2,A,31,Female,Undergrad,4,11,7,2,T,3,7,
2,2,A,31,Female,Undergrad,4,11,7,2,T,4,7,
2,2,A,31,Female,Undergrad,4,11,7,2,T,5,1,
2,2,A,31,Female,Undergrad,4,11,7,2,T,6,1,
2,2,A,31,Female,Undergrad,4,11,7,2,T,7,7,
2,2,A,31,Female,Undergrad,4,11,7,2,T,8,7,
2,2,A,31,Female,Undergrad,4,11,7,2,T,9,0,Speaker B means fans are inevitably emotional and loud
2,2,A,31,Female,Undergrad,4,12,10,3,NT,1,4,
2,2,A,31,Female,Undergrad,4,12,10,3,NT,2,7,
2,2,A,31,Female,Undergrad,4,12,10,3,NT,3,1,
2,2,A,31,Female,Undergrad,4,12,10,3,NT,4,1,
2,2,A,31,Female,Undergrad,4,12,10,3,NT,5,7,
2,2,A,31,Female,Undergrad,4,12,10,3,NT,6,7,
2,2,A,31,Female,Undergrad,4,12,10,3,NT,7,7,
2,2,A,31,Female,Undergrad,4,12,10,3,NT,8,7,
2,2,A,31,Female,Undergrad,4,12,10,3,NT,9,0,Speaker B means Speaker A should keep his word regarding a bet
2,2,A,31,Female,Undergrad,4,13,16,0,F,1,1,
2,2,A,31,Female,Undergrad,4,13,16,0,F,2,7,
2,2,A,31,Female,Undergrad,4,13,16,0,F,3,7,
2,2,A,31,Female,Undergrad,4,13,16,0,F,4,1,
2,2,A,31,Female,Undergrad,4,13,16,0,F,5,1,
2,2,A,31,Female,Undergrad,4,13,16,0,F,6,1,
2,2,A,31,Female,Undergrad,4,13,16,0,F,7,7,
2,2,A,31,Female,Undergrad,4,13,16,0,F,8,7,
2,2,A,31,Female,Undergrad,4,13,16,0,F,9,0,Speaker B suggests we can't know why people act the way they act
2,2,A,31,Female,Undergrad,4,14,12,3,NT,1,1,
2,2,A,31,Female,Undergrad,4,14,12,3,NT,2,7,
2,2,A,31,Female,Undergrad,4,14,12,3,NT,3,1,
2,2,A,31,Female,Undergrad,4,14,12,3,NT,4,1,
2,2,A,31,Female,Undergrad,4,14,12,3,NT,5,7,
2,2,A,31,Female,Undergrad,4,14,12,3,NT,6,7,
2,2,A,31,Female,Undergrad,4,14,12,3,NT,7,3,
2,2,A,31,Female,Undergrad,4,14,12,3,NT,8,2,
2,2,A,31,Female,Undergrad,4,14,12,3,NT,9,0,Speaker B means they should read the contract carefully
2,2,A,31,Female,Undergrad,4,15,2,1,NT,1,7,
2,2,A,31,Female,Undergrad,4,15,2,1,NT,2,7,
2,2,A,31,Female,Undergrad,4,15,2,1,NT,3,1,
2,2,A,31,Female,Undergrad,4,15,2,1,NT,4,7,
2,2,A,31,Female,Undergrad,4,15,2,1,NT,5,1,
2,2,A,31,Female,Undergrad,4,15,2,1,NT,6,7,
2,2,A,31,Female,Undergrad,4,15,2,1,NT,7,4,
2,2,A,31,Female,Undergrad,4,15,2,1,NT,8,2,
2,2,A,31,Female,Undergrad,4,15,2,1,NT,9,0,Speaker B means some decisions in business are not related to personal matters
2,2,A,31,Female,Undergrad,4,16,5,2,T,1,7,
2,2,A,31,Female,Undergrad,4,16,5,2,T,2,7,
2,2,A,31,Female,Undergrad,4,16,5,2,T,3,7,
2,2,A,31,Female,Undergrad,4,16,5,2,T,4,7,
2,2,A,31,Female,Undergrad,4,16,5,2,T,5,7,
2,2,A,31,Female,Undergrad,4,16,5,2,T,6,7,
2,2,A,31,Female,Undergrad,4,16,5,2,T,7,7,
2,2,A,31,Female,Undergrad,4,16,5,2,T,8,7,
2,2,A,31,Female,Undergrad,4,16,5,2,T,9,0,Speaker B means men behave badly and they are aloud to
3,3,A,27,Male,Undergrad,4,1,13,0,F,1,7,
3,3,A,27,Male,Undergrad,4,1,13,0,F,2,7,
3,3,A,27,Male,Undergrad,4,1,13,0,F,3,1,
3,3,A,27,Male,Undergrad,4,1,13,0,F,4,1,
3,3,A,27,Male,Undergrad,4,1,13,0,F,5,1,
3,3,A,27,Male,Undergrad,4,1,13,0,F,6,1,
3,3,A,27,Male,Undergrad,4,1,13,0,F,7,7,
3,3,A,27,Male,Undergrad,4,1,13,0,F,8,7,
3,3,A,27,Male,Undergrad,4,1,13,0,F,9,0,Speaker A must accept that some things may take longer than initially expected
3,3,A,27,Male,Undergrad,4,2,1,1,T,1,7,
3,3,A,27,Male,Undergrad,4,2,1,1,T,2,7,
3,3,A,27,Male,Undergrad,4,2,1,1,T,3,1,
3,3,A,27,Male,Undergrad,4,2,1,1,T,4,1,
3,3,A,27,Male,Undergrad,4,2,1,1,T,5,1,
3,3,A,27,Male,Undergrad,4,2,1,1,T,6,1,
3,3,A,27,Male,Undergrad,4,2,1,1,T,7,7,
3,3,A,27,Male,Undergrad,4,2,1,1,T,8,7,
3,3,A,27,Male,Undergrad,4,2,1,1,T,9,0,That war inevitably implies horrors and that one must not expect things to be fair or reasonable in it
3,3,A,27,Male,Undergrad,4,3,4,1,NT,1,7,
3,3,A,27,Male,Undergrad,4,3,4,1,NT,2,7,
3,3,A,27,Male,Undergrad,4,3,4,1,NT,3,1,
3,3,A,27,Male,Undergrad,4,3,4,1,NT,4,1,
3,3,A,27,Male,Undergrad,4,3,4,1,NT,5,1,
3,3,A,27,Male,Undergrad,4,3,4,1,NT,6,1,
3,3,A,27,Male,Undergrad,4,3,4,1,NT,7,7,
3,3,A,27,Male,Undergrad,4,3,4,1,NT,8,7,
3,3,A,27,Male,Undergrad,4,3,4,1,NT,9,0,Speaker B validates speaker A’s frustration and says that not getting to all the questions was inevitable 
3,3,A,27,Male,Undergrad,4,4,6,2,NT,1,7,
3,3,A,27,Male,Undergrad,4,4,6,2,NT,2,7,
3,3,A,27,Male,Undergrad,4,4,6,2,NT,3,7,
3,3,A,27,Male,Undergrad,4,4,6,2,NT,4,7,
3,3,A,27,Male,Undergrad,4,4,6,2,NT,5,1,
3,3,A,27,Male,Undergrad,4,4,6,2,NT,6,1,
3,3,A,27,Male,Undergrad,4,4,6,2,NT,7,7,
3,3,A,27,Male,Undergrad,4,4,6,2,NT,8,7,
3,3,A,27,Male,Undergrad,4,4,6,2,NT,9,0,Kids inevitably behave in this way that A finds undesirable 
3,3,A,27,Male,Undergrad,4,5,9,3,T,1,5,
3,3,A,27,Male,Undergrad,4,5,9,3,T,2,7,
3,3,A,27,Male,Undergrad,4,5,9,3,T,3,1,
3,3,A,27,Male,Undergrad,4,5,9,3,T,4,1,
3,3,A,27,Male,Undergrad,4,5,9,3,T,5,7,
3,3,A,27,Male,Undergrad,4,5,9,3,T,6,7,
3,3,A,27,Male,Undergrad,4,5,9,3,T,7,7,
3,3,A,27,Male,Undergrad,4,5,9,3,T,8,7,
3,3,A,27,Male,Undergrad,4,5,9,3,T,9,0,That speaker A must follow the promise
3,3,A,27,Male,Undergrad,4,6,14,0,F,1,5,
3,3,A,27,Male,Undergrad,4,6,14,0,F,2,5,
3,3,A,27,Male,Undergrad,4,6,14,0,F,3,1,
3,3,A,27,Male,Undergrad,4,6,14,0,F,4,1,
3,3,A,27,Male,Undergrad,4,6,14,0,F,5,1,
3,3,A,27,Male,Undergrad,4,6,14,0,F,6,1,
3,3,A,27,Male,Undergrad,4,6,14,0,F,7,7,
3,3,A,27,Male,Undergrad,4,6,14,0,F,8,7,
3,3,A,27,Male,Undergrad,4,6,14,0,F,9,0,"That the situation is not outside the norm, so it must be accepted as such"
3,3,A,27,Male,Undergrad,4,7,11,3,T,1,5,
3,3,A,27,Male,Undergrad,4,7,11,3,T,2,7,
3,3,A,27,Male,Undergrad,4,7,11,3,T,3,1,
3,3,A,27,Male,Undergrad,4,7,11,3,T,4,1,
3,3,A,27,Male,Undergrad,4,7,11,3,T,5,7,
3,3,A,27,Male,Undergrad,4,7,11,3,T,6,7,
3,3,A,27,Male,Undergrad,4,7,11,3,T,7,7,
3,3,A,27,Male,Undergrad,4,7,11,3,T,8,7,
3,3,A,27,Male,Undergrad,4,7,11,3,T,9,0,"We have to follow the deadline, even id if we would prefer not to"
3,3,A,27,Male,Undergrad,4,8,3,1,T,1,7,
3,3,A,27,Male,Undergrad,4,8,3,1,T,2,7,
3,3,A,27,Male,Undergrad,4,8,3,1,T,3,1,
3,3,A,27,Male,Undergrad,4,8,3,1,T,4,1,
3,3,A,27,Male,Undergrad,4,8,3,1,T,5,1,
3,3,A,27,Male,Undergrad,4,8,3,1,T,6,1,
3,3,A,27,Male,Undergrad,4,8,3,1,T,7,3,
3,3,A,27,Male,Undergrad,4,8,3,1,T,8,3,
3,3,A,27,Male,Undergrad,4,8,3,1,T,9,0,"That life can be unpredictable and difficult, and we can’t but accept it"
3,3,A,27,Male,Undergrad,4,9,8,2,NT,1,5,
3,3,A,27,Male,Undergrad,4,9,8,2,NT,2,7,
3,3,A,27,Male,Undergrad,4,9,8,2,NT,3,7,
3,3,A,27,Male,Undergrad,4,9,8,2,NT,4,7,
3,3,A,27,Male,Undergrad,4,9,8,2,NT,5,1,
3,3,A,27,Male,Undergrad,4,9,8,2,NT,6,1,
3,3,A,27,Male,Undergrad,4,9,8,2,NT,7,5,
3,3,A,27,Male,Undergrad,4,9,8,2,NT,8,5,
3,3,A,27,Male,Undergrad,4,9,8,2,NT,9,0,That friends can act in ways we don’t expect and we have to be prepared to accept it
3,3,A,27,Male,Undergrad,4,10,15,0,F,1,1,
3,3,A,27,Male,Undergrad,4,10,15,0,F,2,1,
3,3,A,27,Male,Undergrad,4,10,15,0,F,3,5,
3,3,A,27,Male,Undergrad,4,10,15,0,F,4,1,
3,3,A,27,Male,Undergrad,4,10,15,0,F,5,1,
3,3,A,27,Male,Undergrad,4,10,15,0,F,6,1,
3,3,A,27,Male,Undergrad,4,10,15,0,F,7,7,
3,3,A,27,Male,Undergrad,4,10,15,0,F,8,7,
3,3,A,27,Male,Undergrad,4,10,15,0,F,9,0,"That speaker A has their opinion on the matter, but others are not obligated to follow it as if it were a principle"
3,3,A,27,Male,Undergrad,4,11,7,2,T,1,7,
3,3,A,27,Male,Undergrad,4,11,7,2,T,2,7,
3,3,A,27,Male,Undergrad,4,11,7,2,T,3,7,
3,3,A,27,Male,Undergrad,4,11,7,2,T,4,7,
3,3,A,27,Male,Undergrad,4,11,7,2,T,5,1,
3,3,A,27,Male,Undergrad,4,11,7,2,T,6,1,
3,3,A,27,Male,Undergrad,4,11,7,2,T,7,7,
3,3,A,27,Male,Undergrad,4,11,7,2,T,8,7,
3,3,A,27,Male,Undergrad,4,11,7,2,T,9,0,That football fans may be loud and obnoxious and speaker A has no choice but to accept it
3,3,A,27,Male,Undergrad,4,12,10,3,NT,1,7,
3,3,A,27,Male,Undergrad,4,12,10,3,NT,2,7,
3,3,A,27,Male,Undergrad,4,12,10,3,NT,3,1,
3,3,A,27,Male,Undergrad,4,12,10,3,NT,4,1,
3,3,A,27,Male,Undergrad,4,12,10,3,NT,5,7,
3,3,A,27,Male,Undergrad,4,12,10,3,NT,6,7,
3,3,A,27,Male,Undergrad,4,12,10,3,NT,7,7,
